content_title,attributes
Just Passing Through/ Candace's Big Day,"{""Time Era"":[""contemporary (2000-)""],""Setting Types"":[""suburban""],""Portrayals of Character"":[""Mom (Rhea, Caroline)"",""MAJOR MONOGRAM (Marsh, Jeff \""Swampy\"")"",""MOM (Rhea, Caroline)"",""CANDACE FLYNN (Tisdale, Ashley)"",""Candace Flynn (Tisdale, Ashley)"",""Jeremy (Musso, Mitchel)"",""Ferb Fletcher (Brodie-Sangster, Thomas)"",""Baljeet (Pancholy, Maulik)"",""Perry the Platypus (Baker, Dee Bradley)"",""Bob Webber (Larroquette, John)"",""Aunt Tiana (Hilty, Megan)"",""Buford van Stomm (Gaylor, Bobby)"",""Isabella (Stoner, Alyson)"",""Dad (O'Brien, Richard)"",""Phineas Flynn (Martella, Vincent)"",""Dr. Doofenshmirtz (Povenmire, Dan)"",""Roger (O'Hurley, John)"",""Carl Karl (Mann, Tyler)""],""Gender"":[""male""],""Scopes and Scales"":[""grand""],""Disciplines & Industries"":[""medical research, science and technology"",""recreation""],""Agents"":[""brother"",""animal"",""scientist"",""spy"",""sister"",""pet"",""parent"",""sibling""],""Holidays & Seasons"":[""summer""],""Age Groups"":[""tween (11-13)""]}"
"Ghostess with the Mostest, The","{""Disciplines & Industries"":[""child care""],""Time Era"":[""contemporary (2000-)""],""Inactive Agents"":[""nanny""],""Scopes and Scales"":[""confined""],""Gender"":[""female"",""male""],""Age Groups"":[""older child (6-10)"",""young adult (19-25)"",""tween (11-13)"",""teen (14-18)""],""Setting Types"":[""urban""],""Agents"":[""sibling"",""butler"",""doorman"",""parent"",""family""],""Subjects"":[""family""]}"
"Padre No Tan Padre, Un","{""Scopes and Scales"":[""normal""],""Geography"":[""Mexico""],""Story Elements"":[""maturation"",""social status"",""embarrassing parent"",""intergenerational conflict""],""Source Material"":[""original idea""],""Age Groups"":[""older adult""],""Moods"":[""heartwarming"",""funny""],""Time Era"":[""contemporary (2000-)""],""Subjects"":[""family""],""Setting Types"":[""urban""],""Agents"":[""mother"",""retiree"",""father"",""grandparent"",""LGBTQIA+"",""artist"",""couple"",""son"",""roommate""],""Genres"":[""comedy""],""Gender"":[""male""]}"
7 Ore Per Farti Innamorare,"{""Setting Types"":[""urban""],""Geography"":[""Naples""],""Disciplines & Industries"":[""journalism""],""Time Era"":[""2020-2029""],""Moods"":[""whimsical"",""funny"",""romantic""],""Source Material"":[""adaptation""],""Agents"":[""advisor"",""boss/executive"",""father"",""writer"",""editor"",""lover"",""daughter"",""ex-partner"",""reporter""],""Gender"":[""female"",""male""],""Story Elements"":[""on the rebound"",""self-actualization"",""new love"",""workplace issue"",""reinvention""],""Genres"":[""romantic comedy"",""romance"",""comedy""],""Age Groups"":[""adult (19-59)""],""Term Status"":[]}"
Ao No Orchestra,"{""Story Elements"":[""troubled past"",""school organization"",""friendship"",""competition""],""Moods"":[""contemplative"",""dramatic""],""Source Material"":[""adaptation""],""Age Groups"":[""teen (14-18)""],""Genres"":[""anime"",""drama"",""coming of age"",""animation""],""Time Era"":[""contemporary (2000-)""],""Setting Types"":[""high school""],""Disciplines & Industries"":[""music""],""Scopes and Scales"":[""normal""],""Term Status"":[],""Agents"":[""violinist"",""teacher"",""orchestra"",""grandparent"",""musician"",""student""],""Gender"":[""male""],""Geography"":[""Japan""]}"
Suez,"{""Disciplines & Industries"":[""government"",""transportation""],""Genres"":[""historical"",""drama"",""biographical""],""Source Material"":[""as suggested by"",""true story""],""Age Groups"":[""adult (19-59)""],""Time Era"":[""1800-1849 (early 19th century)""],""Setting Types"":[""urban"",""desert""],""Agents"":[""ruler"",""lover"",""bureaucrat"",""diplomat"",""prince"",""president"",""aristocrat""],""Moods"":[""dramatic"",""romantic"",""sophisticated""],""Story Elements"":[""social status"",""political issue"",""love triangle"",""paradigm shift""],""Scopes and Scales"":[""normal""],""Gender"":[""male""],""Geography"":[""Egypt"",""France""]}"
"Castaway Cowboy, The","{""Moods"":[""dramatic"",""confrontational""],""Scopes and Scales"":[""normal""],""Time Era"":[""1800-1849 (early 19th century)""],""Agents"":[""laborer"",""farmer"",""indigenous people"",""mother"",""son"",""banker"",""widowed person"",""cowboy""],""Portrayals of Character"":[""Malakoma (Hannemann, Nephi)"",""Cal Bryson (Culp, Robert)"",""Lincoln Costain (Garner, James)"",""Marrujo (Sierra, Gregory)"",""Kimo (Tupou, Manu)"",""Palani (Woodd, Lee)"",""The Hatman (none)"",""Oka (Kahana)"",""Leleo (Capina, Lito)"",""Boatman (none)"",""Sea Captain (none)"",""Booton MacAvoy (Shea, Eric)"",""Henrietta MacAvoy (Miles, Vera)"",""Hopu (Hanalei, Ralph)"",""Captain Cary (Fisher, Shrug)"",""Liliha (Smith, Elizabeth)""],""Gender"":[""male""],""Inactive Disciplines & Industries"":[""farming, fishing, and forestry""],""Age Groups"":[""adult (19-59)""],""Setting Types"":[""rural"",""beach"",""island""],""Genres"":[""Western"",""action-adventure"",""family""],""Disciplines & Industries"":[""farming, fishing, and forestry""]}"
Black Rain,"{""Time Era"":[""1980-1989""],""Agents"":[""assassin"",""gang"",""bartender"",""motorcyclist"",""police"",""crime lord"",""detective""],""Genres"":[""thriller"",""police/cop"",""film noir"",""action-adventure""],""Setting Types"":[""urban""],""Gender"":[""male""],""Term Status"":[],""Disciplines & Industries"":[""organized crime"",""law enforcement""],""Source Material"":[""original idea""],""Geography"":[""New York City"",""Osaka""],""Age Groups"":[""adult (19-59)""],""Moods"":[""suspenseful"",""wild"",""confrontational""],""Story Elements"":[""revenge"",""fish-out-of-water"",""organized crime operation"",""murder"",""solving a crime""]}"
Capitulo 38,"{""Disciplines & Industries"":[""music""],""Inactive Agents"":[""aunt"",""uncle""],""Setting Types"":[""urban"",""college""],""Agents"":[""father"",""daughter"",""student"",""lover"",""teacher"",""singer"",""musician""],""Time Era"":[""contemporary (2000-)""],""Scopes and Scales"":[""normal""],""Age Groups"":[""teen (14-18)""],""Gender"":[""female""],""Subjects"":[""arts and entertainment"",""family""]}"
"Neue Zeit, Die","{""Age Groups"":[""young adult (19-25)""],""Story Elements"":[""forbidden love"",""social status"",""battle of the sexes"",""startup"",""fish-out-of-water""],""Disciplines & Industries"":[""fine arts"",""education""],""Setting Types"":[""urban""],""Scopes and Scales"":[""normal""],""Agents"":[""architect"",""activist"",""teacher"",""student"",""feminist"",""lover"",""artist"",""school principal""],""Subjects"":[""cultural intersections"",""crafting projects""],""Term Status"":[],""Time Era"":[""1919-1929""],""Source Material"":[""true story""],""Moods"":[""dramatic""],""Gender"":[""female""],""Genres"":[""drama"",""romance"",""historical""],""Themes Topics"":[""crafting projects""],""Geography"":[""Germany""]}"
"Music Robot from Outer Space, The","{""Setting Types"":[""suburban""],""Agents"":[""toy"",""team"",""singer"",""conductor"",""sibling"",""musician"",""dancer""],""Age Groups"":[""young child (3-5)"",""older child (6-10)""],""Creative Elements"":[""educational""],""Time Era"":[""contemporary (2000-)""],""Gender"":[""female"",""male""],""Disciplines & Industries"":[""fine arts""],""Inactive Agents"":[""animal""],""Scopes and Scales"":[""grand""]}"
K-9: P.I.,"{""Scopes and Scales"":[""normal""],""Geography"":[""Los Angeles""],""Time Era"":[""contemporary (2000-)""],""Story Elements"":[""solving a crime"",""reinvention"",""workplace issue""],""Source Material"":[""sequel""],""Disciplines & Industries"":[""private detective service""],""Agents"":[""detective"",""police"",""pet"",""criminal"",""dog"",""animal""],""Moods"":[""funny"",""wild""],""Subjects"":[""pets"",""true crime""],""Age Groups"":[""adult (19-59)""],""Gender"":[""male""],""Setting Types"":[""urban""],""Genres"":[""buddy"",""crime"",""action-adventure"",""comedy""]}"
Lucky Ladies (Mexico),"{""Scopes and Scales"":[""normal""],""Geography"":[""Mexico City""],""Agents"":[""socialite"",""celebrity"",""couple"",""mother"",""spouse"",""daughter"",""musician"",""singer""],""Gender"":[""female""],""Setting Types"":[""urban""],""Moods"":[""matter-of-fact""],""Story Elements"":[""social status"",""friendship"",""love story""],""Time Era"":[""contemporary (2000-)""],""Genres"":[""reality""]}"
Britney Spears & Joey McIntyre in Concert,"{""Term Status"":[],""Geography"":[""Orlando""],""Source Material"":[""real life""],""Agents"":[""singer"",""musician"",""audience"",""dancer"",""celebrity"",""musical ensemble""],""Age Groups"":[""teen (14-18)"",""young adult (19-25)""],""Disciplines & Industries"":[""music""],""Time Era"":[""1990-1999""],""Gender"":[""male"",""female""],""Scopes and Scales"":[""normal""],""Subjects"":[""arts and entertainment""],""Genres"":[""concert film"",""music""],""Moods"":[""whimsical"",""wild"",""uplifting""]}"
Alien,"{""Agents"":[""engineer"",""scientist"",""mechanic"",""android"",""cat"",""artificial intelligence"",""astronaut"",""extraterrestrial being"",""ship captain""],""Portrayals of Character"":[""Kane (none)"",""Lambert (Cartwright, Veronica)"",""Ash (Holm, Ian)"",""Brett (none)"",""Parker (none)"",""Dallas (Skerritt, Tom)"",""Ripley (Weaver, Sigourney)""],""Disciplines & Industries"":[""transportation""],""Time Era"":[""future""],""Source Material"":[""original idea""],""Term Status"":[],""Story Elements"":[""betrayal"",""predatory business"",""alien contact"",""single elimination"",""deception""],""Moods"":[""confrontational"",""frightening"",""suspenseful""],""Gender"":[""female""],""Genres"":[""thriller"",""science fiction"",""horror""],""Age Groups"":[""adult (19-59)""],""Setting Types"":[""outer space"",""alien planet""]}"
Dreamscaperers,"{""Setting Types"":[""town"",""wilderness""],""Time Era"":[""contemporary (2000-)""],""Gender"":[""male"",""female""],""Agents"":[""family"",""sibling"",""inventor"",""monster"",""business person""],""Inactive Agents"":[""uncle"",""aunt""],""Scopes and Scales"":[""normal""],""Subjects"":[""family""],""Holidays & Seasons"":[""summer""],""Age Groups"":[""adult (19-59)"",""tween (11-13)""]}"
"Detective, The","{""Moods"":[""dark"",""suspenseful""],""Agents"":[""police"",""roommate"",""criminal"",""couple"",""murderer"",""mental health professional"",""LGBTQIA+"",""detective"",""business person""],""Genres"":[""thriller"",""police/cop"",""drama"",""mystery"",""film noir""],""Scopes and Scales"":[""normal"",""grand""],""Age Groups"":[""adult (19-59)""],""Setting Types"":[""urban""],""Geography"":[""New York City"",""Bangkok""],""Story Elements"":[""sexual orientation and gender identity"",""infidelity"",""murder"",""showdown"",""solving a crime"",""lovers' quarrel""],""Subjects"":[""true crime""],""Disciplines & Industries"":[""private detective service"",""public safety""],""Inactive Agents"":[""mental health professional"",""LGBTQIA+""],""Time Era"":[""contemporary (2000-)"",""1970-1979""],""Source Material"":[""original idea"",""adaptation""],""Gender"":[""male""]}"
"Greeks, The","{""Setting Types"":[""rural"",""urban""],""Time Era"":[""contemporary (2000-)""],""Agents"":[""scientist""],""Moods"":[""wondrous"",""matter-of-fact""],""Scopes and Scales"":[""grand""],""Subjects"":[""cultural intersections""],""Genres"":[""historical"",""docuseries""],""Disciplines & Industries"":[""medical research, science and technology""]}"
"Split, The","{""Time Era"":[""2010-2019"",""2020-2029""],""Moods"":[""dramatic"",""intimate"",""confrontational""],""Genres"":[""legal"",""drama""],""Gender"":[""female""],""Term Status"":[],""Source Material"":[""original idea""],""Generations"":[""40s""],""Agents"":[""spouse"",""business owner"",""son"",""law firm"",""daughter"",""mother"",""boss/executive"",""ex-partner"",""father"",""sibling"",""lawyer"",""couple"",""assistant""],""Disciplines & Industries"":[""law practice""],""Geography"":[""London""],""Story Elements"":[""married life"",""family business"",""familial relationship"",""dissolution""],""Setting Types"":[""urban"",""suburban""],""Age Groups"":[""40s""]}"
Heat It Up,"{""Scopes and Scales"":[""confined""],""Age Groups"":[""teen (14-18)""],""Disciplines & Industries"":[""dance""],""Time Era"":[""contemporary (2000-)""],""Subjects"":[""arts and entertainment""],""Gender"":[""female""],""Setting Types"":[""urban""],""Agents"":[""sibling"",""dancer"",""student""]}"
Fantastic Voyage,"{""Source Material"":[""original idea""],""Time Era"":[""1960-1969""],""Agents"":[""doctor"",""scientist"",""military officer"",""assassin"",""assistant"",""general"",""pilot""],""Term Status"":[],""Moods"":[""wondrous"",""suspenseful""],""Disciplines & Industries"":[""medicine"",""armed forces""],""Geography"":[""United States""],""Age Groups"":[""adult (19-59)""],""Gender"":[""male""],""Genres"":[""science fiction"",""action-adventure""],""Story Elements"":[""medical condition"",""voyage and return"",""showdown""]}"
"Nouvelle Guerre Des Boutons, La","{""Term Status"":[],""Scopes and Scales"":[""normal""],""Agents"":[""son"",""teacher"",""aunt"",""father"",""lover"",""fashion designer"",""gang"",""student"",""farmer"",""niece""],""Source Material"":[""adaptation""],""Age Groups"":[""tween (11-13)"",""adult (19-59)""],""Gender"":[""male"",""female""],""Subjects"":[""war""],""Moods"":[""heartwarming"",""wild"",""whimsical""],""Geography"":[""France""],""Genres"":[""comedy"",""drama"",""historical"",""family"",""action-adventure""],""Time Era"":[""1939-1945 (World War II)""],""Story Elements"":[""war experience"",""friendship""],""Setting Types"":[""rural""]}"
"Puppet Princess, The","{""Inactive Agents"":[""animal""],""Age Groups"":[""young child (3-5)"",""older child (6-10)""],""Setting Types"":[""suburban""],""Gender"":[""male"",""female""],""Disciplines & Industries"":[""fine arts""],""Creative Elements"":[""educational""],""Time Era"":[""contemporary (2000-)""],""Scopes and Scales"":[""grand""],""Agents"":[""team"",""toy"",""singer"",""conductor"",""sibling"",""musician"",""dancer""]}"
"Mandela Effect, The","{""Source Material"":[""original idea""],""Age Groups"":[""adult (19-59)""],""Agents"":[""dead person"",""spouse"",""father"",""scientist"",""daughter"",""mother"",""IT professional"",""in-law""],""Term Status"":[],""Story Elements"":[""virtual reality"",""tragedy"",""familial relationship"",""on a mission"",""bereavement""],""Geography"":[""Los Angeles""],""Genres"":[""drama"",""science fiction"",""thriller""],""Creative Elements"":[""voice-over narrator""],""Setting Types"":[""urban"",""suburban""],""Moods"":[""contemplative"",""dramatic"",""suspenseful""],""Time Era"":[""2010-2019""],""Gender"":[""male""]}"
Spotlight,"{""Genres"":[""drama"",""historical""],""Time Era"":[""2000-2009""],""Geography"":[""Boston""]}"
From Our Family to Yours: The Gift,"{""Genres"":[""family"",""animation""],""Moods"":[""gentle"",""heartwarming"",""uplifting""],""Term Status"":[],""Source Material"":[""sequel""],""Agents"":[""parent"",""dog"",""family"",""grandparent"",""infant"",""stepfather"",""sibling"",""toy""],""Scopes and Scales"":[""normal""],""Time Era"":[""contemporary (2000-)""],""Subjects"":[""family""],""Setting Types"":[""suburban""],""Holidays & Seasons"":[""winter"",""Christmas""],""Story Elements"":[""pregnancy issue"",""maturation"",""familial relationship""]}"
Party Girl,"{""Age Groups"":[""20s""],""Genres"":[""drama"",""comedy""],""Source Material"":[""original idea""],""Agents"":[""DJ"",""restaurant and hospitality service worker"",""family member"",""immigrant"",""ex-partner"",""roommate"",""librarian"",""LGBTQIA+"",""lover""],""Story Elements"":[""financial hardship"",""new job"",""cross-cultural romance"",""maturation"",""self-actualization""],""Term Status"":[],""Time Era"":[""1990-1999""],""Moods"":[""romantic"",""funny"",""whimsical""],""Gender"":[""female""],""Setting Types"":[""urban""],""Geography"":[""New York City""]}"
Legal Marijuana in America: The New Green Rush,"{""Setting Types"":[""urban"",""rural""],""Subjects"":[""business"",""legal system""],""Disciplines & Industries"":[""law practice"",""farming, fishing, and forestry"",""criminal justice ecosystem""],""Moods"":[""matter-of-fact""],""Genres"":[""documentary""],""Themes Topics"":[""business""],""Time Era"":[""contemporary (2000-)""],""Source Material"":[""real life""],""Geography"":[""United States""],""Term Status"":[],""Agents"":[""police"",""lawyer"",""farmer"",""politician"",""activist"",""business owner""],""Scopes and Scales"":[""normal""]}"
Revenant,"{""Story Elements"":[""body possession"",""supernatural phenomena"",""personal investigation"",""troubled past""],""Moods"":[""suspenseful"",""dramatic"",""contemplative""],""Source Material"":[""original idea""],""Time Era"":[""2020-2029""],""Geography"":[""South Korea""],""Agents"":[""demon"",""lawyer"",""teacher"",""daughter"",""psychic"",""father"",""rich person"",""student"",""police""],""Genres"":[""horror"",""drama"",""thriller""],""Setting Types"":[""urban""],""Term Status"":[],""Age Groups"":[""adult (19-59)""],""Scopes and Scales"":[""normal""],""Gender"":[""female""]}"
