id,title,genres,overview,cast,director,runtime,language,rating
315,"Specialist, The",Action|Drama|Thriller,"A Action, Drama, Thriller movie titled Specialist, The.",,,,,
316,Stargate,Action|Adventure|Sci-Fi,"A Action, Adventure, Sci-Fi movie titled Stargate.",,,,,
317,"Santa Clause, The",Comedy|Drama|Fantasy,"A Comedy, Drama, Fantasy movie titled Santa Clause, The.",,,,,
318,"Shawshank Redemption, The",Crime|Drama,"A Crime, Drama movie titled Shawshank Redemption, The.",,,,,
319,Shallow Grave,Comedy|Drama|Thriller,"A Comedy, Drama, Thriller movie titled Shallow Grave.",,,,,
320,Suture,Film-Noir|Thriller,"A Film-Noir, Thriller movie titled Suture.",,,,,
321,Strawberry and Chocolate (Fresa y chocolate),Drama,A Drama movie titled Strawberry and Chocolate (Fresa y chocolate).,,,,,
322,Swimming with Sharks,Comedy|Drama,"A Comedy, Drama movie titled Swimming with Sharks.",,,,,
324,"Sum of Us, The",Comedy|Drama,"A Comedy, Drama movie titled Sum of Us, The.",,,,,
325,National Lampoon's Senior Trip,Comedy,A Comedy movie titled National Lampoon's Senior Trip.,,,,,
326,To Live (Huozhe),Drama,A Drama movie titled To Live (Huozhe).,,,,,
327,Tank Girl,Action|Comedy|Sci-Fi,"A Action, Comedy, Sci-Fi movie titled Tank Girl.",,,,,
328,Tales from the Crypt Presents: Demon Knight,Horror|Thriller,"A Horror, Thriller movie titled Tales from the Crypt Presents: Demon Knight.",,,,,
329,Star Trek: Generations,Adventure|Drama|Sci-Fi,"A Adventure, Drama, Sci-Fi movie titled Star Trek: Generations.",,,,,
330,Tales from the Hood,Action|Crime|Horror,"A Action, Crime, Horror movie titled Tales from the Hood.",,,,,
331,Tom & Viv,Drama,A Drama movie titled Tom & Viv.,,,,,
332,Village of the Damned,Horror|Sci-Fi,"A Horror, Sci-Fi movie titled Village of the Damned.",,,,,
333,Tommy Boy,Comedy,A Comedy movie titled Tommy Boy.,,,,,
334,Vanya on 42nd Street,Drama,A Drama movie titled Vanya on 42nd Street.,,,,,
335,Underneath,Mystery|Thriller,"A Mystery, Thriller movie titled Underneath.",,,,,
336,"Walking Dead, The",Drama|War,"A Drama, War movie titled Walking Dead, The.",,,,,
337,What's Eating Gilbert Grape,Drama,A Drama movie titled What's Eating Gilbert Grape.,,,,,
338,Virtuosity,Action|Sci-Fi|Thriller,"A Action, Sci-Fi, Thriller movie titled Virtuosity.",,,,,
339,While You Were Sleeping,Comedy|Romance,"A Comedy, Romance movie titled While You Were Sleeping.",,,,,
340,"War, The",Adventure|Drama|War,"A Adventure, Drama, War movie titled War, The.",,,,,
341,Double Happiness,Drama,A Drama movie titled Double Happiness.,,,,,
342,Muriel's Wedding,Comedy,A Comedy movie titled Muriel's Wedding.,,,,,
343,"Baby-Sitters Club, The",Children,"A Children movie titled Baby-Sitters Club, The.",,,,,
344,Ace Ventura: Pet Detective,Comedy,A Comedy movie titled Ace Ventura: Pet Detective.,,,,,
345,"Adventures of Priscilla, Queen of the Desert, The",Comedy|Drama,"A Comedy, Drama movie titled Adventures of Priscilla, Queen of the Desert, The.",,,,,
346,Backbeat,Drama|Musical,"A Drama, Musical movie titled Backbeat.",,,,,
347,Bitter Moon,Drama|Film-Noir|Romance,"A Drama, Film-Noir, Romance movie titled Bitter Moon.",,,,,
348,Bullets Over Broadway,Comedy,A Comedy movie titled Bullets Over Broadway.,,,,,
349,Clear and Present Danger,Action|Crime|Drama|Thriller,"A Action, Crime, Drama, Thriller movie titled Clear and Present Danger.",,,,,
350,"Client, The",Drama|Mystery|Thriller,"A Drama, Mystery, Thriller movie titled Client, The.",,,,,
351,"Corrina, Corrina",Comedy|Drama|Romance,"A Comedy, Drama, Romance movie titled Corrina, Corrina.",,,,,
352,Crooklyn,Comedy|Drama,"A Comedy, Drama movie titled Crooklyn.",,,,,
353,"Crow, The",Action|Crime|Fantasy|Thriller,"A Action, Crime, Fantasy, Thriller movie titled Crow, The.",,,,,
354,Cobb,Drama,A Drama movie titled Cobb.,,,,,
355,"Flintstones, The",Children|Comedy|Fantasy,"A Children, Comedy, Fantasy movie titled Flintstones, The.",,,,,
356,Forrest Gump,Comedy|Drama|Romance|War,"A Comedy, Drama, Romance, War movie titled Forrest Gump.",,,,,
357,Four Weddings and a Funeral,Comedy|Romance,"A Comedy, Romance movie titled Four Weddings and a Funeral.",,,,,
358,Higher Learning,Drama,A Drama movie titled Higher Learning.,,,,,
359,I Like It Like That,Comedy|Drama|Romance,"A Comedy, Drama, Romance movie titled I Like It Like That.",,,,,
360,I Love Trouble,Action|Comedy,"A Action, Comedy movie titled I Love Trouble.",,,,,
361,It Could Happen to You,Comedy|Drama|Romance,"A Comedy, Drama, Romance movie titled It Could Happen to You.",,,,,
362,"Jungle Book, The",Adventure|Children|Romance,"A Adventure, Children, Romance movie titled Jungle Book, The.",,,,,
363,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die)",Documentary,"A Documentary movie titled Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die).",,,,,
364,"Lion King, The",Adventure|Animation|Children|Drama|Musical|IMAX,"A Adventure, Animation, Children, Drama, Musical, IMAX movie titled Lion King, The.",,,,,
365,Little Buddha,Drama,A Drama movie titled Little Buddha.,,,,,
366,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A)",Drama|Horror|Mystery|Thriller,"A Drama, Horror, Mystery, Thriller movie titled Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A).",,,,,
367,"Mask, The",Action|Comedy|Crime|Fantasy,"A Action, Comedy, Crime, Fantasy movie titled Mask, The.",,,,,
368,Maverick,Adventure|Comedy|Western,"A Adventure, Comedy, Western movie titled Maverick.",,,,,
369,Mrs. Parker and the Vicious Circle,Drama,A Drama movie titled Mrs. Parker and the Vicious Circle.,,,,,
370,Naked Gun 33 1/3: The Final Insult,Action|Comedy,"A Action, Comedy movie titled Naked Gun 33 1/3: The Final Insult.",,,,,
371,"Paper, The",Comedy|Drama,"A Comedy, Drama movie titled Paper, The.",,,,,
372,Reality Bites,Comedy|Drama|Romance,"A Comedy, Drama, Romance movie titled Reality Bites.",,,,,
373,Red Rock West,Thriller,A Thriller movie titled Red Rock West.,,,,,
374,Richie Rich,Children|Comedy,"A Children, Comedy movie titled Richie Rich.",,,,,
376,"River Wild, The",Action|Thriller,"A Action, Thriller movie titled River Wild, The.",,,,,
377,Speed,Action|Romance|Thriller,"A Action, Romance, Thriller movie titled Speed.",,,,,
378,Speechless,Comedy|Romance,"A Comedy, Romance movie titled Speechless.",,,,,
379,Timecop,Action|Sci-Fi|Thriller,"A Action, Sci-Fi, Thriller movie titled Timecop.",,,,,
380,True Lies,Action|Adventure|Comedy|Romance|Thriller,"A Action, Adventure, Comedy, Romance, Thriller movie titled True Lies.",,,,,
381,When a Man Loves a Woman,Drama|Romance,"A Drama, Romance movie titled When a Man Loves a Woman.",,,,,
382,Wolf,Drama|Horror|Romance|Thriller,"A Drama, Horror, Romance, Thriller movie titled Wolf.",,,,,
383,Wyatt Earp,Western,A Western movie titled Wyatt Earp.,,,,,
384,Bad Company,Action|Crime|Drama,"A Action, Crime, Drama movie titled Bad Company.",,,,,
385,"Man of No Importance, A",Drama,"A Drama movie titled Man of No Importance, A.",,,,,
386,S.F.W.,Drama,A Drama movie titled S.F.W..,,,,,
387,"Low Down Dirty Shame, A",Action|Comedy,"A Action, Comedy movie titled Low Down Dirty Shame, A.",,,,,
388,Boys Life,Drama,A Drama movie titled Boys Life.,,,,,
389,"Colonel Chabert, Le",Drama|Romance|War,"A Drama, Romance, War movie titled Colonel Chabert, Le.",,,,,
390,Faster Pussycat! Kill! Kill!,Action|Crime|Drama,"A Action, Crime, Drama movie titled Faster Pussycat! Kill! Kill!.",,,,,
391,Jason's Lyric,Crime|Drama,"A Crime, Drama movie titled Jason's Lyric.",,,,,
393,Street Fighter,Action|Adventure|Fantasy,"A Action, Adventure, Fantasy movie titled Street Fighter.",,,,,
405,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension),Action|Fantasy,"A Action, Fantasy movie titled Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension).",,,,,
406,Federal Hill,Drama,A Drama movie titled Federal Hill.,,,,,
407,In the Mouth of Madness,Horror|Thriller,"A Horror, Thriller movie titled In the Mouth of Madness.",,,,,
408,8 Seconds,Drama,A Drama movie titled 8 Seconds.,,,,,
409,Above the Rim,Crime|Drama,"A Crime, Drama movie titled Above the Rim.",,,,,
410,Addams Family Values,Children|Comedy|Fantasy,"A Children, Comedy, Fantasy movie titled Addams Family Values.",,,,,
412,"Age of Innocence, The",Drama,"A Drama movie titled Age of Innocence, The.",,,,,
413,Airheads,Comedy,A Comedy movie titled Airheads.,,,,,
414,"Air Up There, The",Comedy,"A Comedy movie titled Air Up There, The.",,,,,
415,Another Stakeout,Comedy|Thriller,"A Comedy, Thriller movie titled Another Stakeout.",,,,,
416,Bad Girls,Western,A Western movie titled Bad Girls.,,,,,
417,Barcelona,Comedy|Romance,"A Comedy, Romance movie titled Barcelona.",,,,,
418,Being Human,Drama,A Drama movie titled Being Human.,,,,,
419,"Beverly Hillbillies, The",Comedy,"A Comedy movie titled Beverly Hillbillies, The.",,,,,
420,Beverly Hills Cop III,Action|Comedy|Crime|Thriller,"A Action, Comedy, Crime, Thriller movie titled Beverly Hills Cop III.",,,,,
421,Black Beauty,Adventure|Children|Drama,"A Adventure, Children, Drama movie titled Black Beauty.",,,,,
422,Blink,Thriller,A Thriller movie titled Blink.,,,,,
423,Blown Away,Action|Thriller,"A Action, Thriller movie titled Blown Away.",,,,,
424,Blue Chips,Drama,A Drama movie titled Blue Chips.,,,,,
425,Blue Sky,Drama|Romance,"A Drama, Romance movie titled Blue Sky.",,,,,
426,Body Snatchers,Horror|Sci-Fi|Thriller,"A Horror, Sci-Fi, Thriller movie titled Body Snatchers.",,,,,
427,Boxing Helena,Drama|Mystery|Romance|Thriller,"A Drama, Mystery, Romance, Thriller movie titled Boxing Helena.",,,,,
428,"Bronx Tale, A",Drama,"A Drama movie titled Bronx Tale, A.",,,,,
429,Cabin Boy,Comedy,A Comedy movie titled Cabin Boy.,,,,,
430,Calendar Girl,Comedy|Drama,"A Comedy, Drama movie titled Calendar Girl.",,,,,
431,Carlito's Way,Crime|Drama,"A Crime, Drama movie titled Carlito's Way.",,,,,
432,City Slickers II: The Legend of Curly's Gold,Adventure|Comedy|Western,"A Adventure, Comedy, Western movie titled City Slickers II: The Legend of Curly's Gold.",,,,,
433,Clean Slate,Comedy,A Comedy movie titled Clean Slate.,,,,,
434,Cliffhanger,Action|Adventure|Thriller,"A Action, Adventure, Thriller movie titled Cliffhanger.",,,,,
435,Coneheads,Comedy|Sci-Fi,"A Comedy, Sci-Fi movie titled Coneheads.",,,,,
436,Color of Night,Drama|Thriller,"A Drama, Thriller movie titled Color of Night.",,,,,
437,Cops and Robbersons,Comedy,A Comedy movie titled Cops and Robbersons.,,,,,
438,"Cowboy Way, The",Action|Comedy|Drama,"A Action, Comedy, Drama movie titled Cowboy Way, The.",,,,,
440,Dave,Comedy|Romance,"A Comedy, Romance movie titled Dave.",,,,,
441,Dazed and Confused,Comedy,A Comedy movie titled Dazed and Confused.,,,,,
442,Demolition Man,Action|Adventure|Sci-Fi,"A Action, Adventure, Sci-Fi movie titled Demolition Man.",,,,,
444,Even Cowgirls Get the Blues,Comedy|Romance,"A Comedy, Romance movie titled Even Cowgirls Get the Blues.",,,,,
445,Fatal Instinct,Comedy,A Comedy movie titled Fatal Instinct.,,,,,
446,Farewell My Concubine (Ba wang bie ji),Drama|Romance,"A Drama, Romance movie titled Farewell My Concubine (Ba wang bie ji).",,,,,
448,Fearless,Drama,A Drama movie titled Fearless.,,,,,
449,Fear of a Black Hat,Comedy,A Comedy movie titled Fear of a Black Hat.,,,,,
450,With Honors,Comedy|Drama,"A Comedy, Drama movie titled With Honors.",,,,,
451,Flesh and Bone,Drama|Mystery|Romance,"A Drama, Mystery, Romance movie titled Flesh and Bone.",,,,,
452,Widows' Peak,Drama,A Drama movie titled Widows' Peak.,,,,,
453,For Love or Money,Comedy|Romance,"A Comedy, Romance movie titled For Love or Money.",,,,,
454,"Firm, The",Drama|Thriller,"A Drama, Thriller movie titled Firm, The.",,,,,
455,Free Willy,Adventure|Children|Drama,"A Adventure, Children, Drama movie titled Free Willy.",,,,,
456,Fresh,Crime|Drama|Thriller,"A Crime, Drama, Thriller movie titled Fresh.",,,,,
457,"Fugitive, The",Thriller,"A Thriller movie titled Fugitive, The.",,,,,
458,Geronimo: An American Legend,Drama|Western,"A Drama, Western movie titled Geronimo: An American Legend.",,,,,
459,"Getaway, The",Action|Adventure|Crime|Drama|Romance|Thriller,"A Action, Adventure, Crime, Drama, Romance, Thriller movie titled Getaway, The.",,,,,
460,Getting Even with Dad,Comedy,A Comedy movie titled Getting Even with Dad.,,,,,
461,Go Fish,Drama|Romance,"A Drama, Romance movie titled Go Fish.",,,,,
464,Hard Target,Action|Adventure|Crime|Thriller,"A Action, Adventure, Crime, Thriller movie titled Hard Target.",,,,,
466,Hot Shots! Part Deux,Action|Comedy|War,"A Action, Comedy, War movie titled Hot Shots! Part Deux.",,,,,
467,Live Nude Girls,Comedy,A Comedy movie titled Live Nude Girls.,,,,,
468,"Englishman Who Went Up a Hill But Came Down a Mountain, The",Comedy|Romance,"A Comedy, Romance movie titled Englishman Who Went Up a Hill But Came Down a Mountain, The.",,,,,
469,"House of the Spirits, The",Drama|Romance,"A Drama, Romance movie titled House of the Spirits, The.",,,,,
470,House Party 3,Comedy,A Comedy movie titled House Party 3.,,,,,
471,"Hudsucker Proxy, The",Comedy,"A Comedy movie titled Hudsucker Proxy, The.",,,,,
472,I'll Do Anything,Comedy|Drama,"A Comedy, Drama movie titled I'll Do Anything.",,,,,
473,In the Army Now,Comedy|War,"A Comedy, War movie titled In the Army Now.",,,,,
474,In the Line of Fire,Action|Thriller,"A Action, Thriller movie titled In the Line of Fire.",,,,,
475,In the Name of the Father,Drama,A Drama movie titled In the Name of the Father.,,,,,
476,"Inkwell, The",Comedy|Drama,"A Comedy, Drama movie titled Inkwell, The.",,,,,
477,What's Love Got to Do with It?,Drama|Musical,"A Drama, Musical movie titled What's Love Got to Do with It?.",,,,,
478,Jimmy Hollywood,Comedy|Crime|Drama,"A Comedy, Crime, Drama movie titled Jimmy Hollywood.",,,,,
479,Judgment Night,Action|Crime|Thriller,"A Action, Crime, Thriller movie titled Judgment Night.",,,,,
480,Jurassic Park,Action|Adventure|Sci-Fi|Thriller,"A Action, Adventure, Sci-Fi, Thriller movie titled Jurassic Park.",,,,,
481,Kalifornia,Drama|Thriller,"A Drama, Thriller movie titled Kalifornia.",,,,,
482,Killing Zoe,Crime|Drama|Thriller,"A Crime, Drama, Thriller movie titled Killing Zoe.",,,,,
484,Lassie,Adventure|Children,"A Adventure, Children movie titled Lassie.",,,,,
485,Last Action Hero,Action|Adventure|Comedy|Fantasy,"A Action, Adventure, Comedy, Fantasy movie titled Last Action Hero.",,,,,
486,Life with Mikey,Comedy,A Comedy movie titled Life with Mikey.,,,,,
487,Lightning Jack,Comedy|Western,"A Comedy, Western movie titled Lightning Jack.",,,,,
488,M. Butterfly,Drama|Romance,"A Drama, Romance movie titled M. Butterfly.",,,,,
489,Made in America,Comedy,A Comedy movie titled Made in America.,,,,,
490,Malice,Thriller,A Thriller movie titled Malice.,,,,,
491,"Man Without a Face, The",Drama,"A Drama movie titled Man Without a Face, The.",,,,,
492,Manhattan Murder Mystery,Comedy|Mystery,"A Comedy, Mystery movie titled Manhattan Murder Mystery.",,,,,
493,Menace II Society,Action|Crime|Drama,"A Action, Crime, Drama movie titled Menace II Society.",,,,,
494,Executive Decision,Action|Adventure|Thriller,"A Action, Adventure, Thriller movie titled Executive Decision.",,,,,
495,In the Realm of the Senses (Ai no corrida),Drama,A Drama movie titled In the Realm of the Senses (Ai no corrida).,,,,,
496,What Happened Was...,Comedy|Drama|Romance|Thriller,"A Comedy, Drama, Romance, Thriller movie titled What Happened Was....",,,,,
497,Much Ado About Nothing,Comedy|Romance,"A Comedy, Romance movie titled Much Ado About Nothing.",,,,,
499,Mr. Wonderful,Comedy|Romance,"A Comedy, Romance movie titled Mr. Wonderful.",,,,,
500,Mrs. Doubtfire,Comedy|Drama,"A Comedy, Drama movie titled Mrs. Doubtfire.",,,,,
501,Naked,Drama,A Drama movie titled Naked.,,,,,
502,"Next Karate Kid, The",Action|Children|Romance,"A Action, Children, Romance movie titled Next Karate Kid, The.",,,,,
504,No Escape,Action|Drama|Sci-Fi,"A Action, Drama, Sci-Fi movie titled No Escape.",,,,,
505,North,Comedy,A Comedy movie titled North.,,,,,
506,Orlando,Drama|Fantasy|Romance,"A Drama, Fantasy, Romance movie titled Orlando.",,,,,
507,"Perfect World, A",Crime|Drama|Thriller,"A Crime, Drama, Thriller movie titled Perfect World, A.",,,,,
508,Philadelphia,Drama,A Drama movie titled Philadelphia.,,,,,
509,"Piano, The",Drama|Romance,"A Drama, Romance movie titled Piano, The.",,,,,
510,Poetic Justice,Drama,A Drama movie titled Poetic Justice.,,,,,
511,"Program, The",Action|Drama,"A Action, Drama movie titled Program, The.",,,,,
512,"Puppet Masters, The",Horror|Sci-Fi,"A Horror, Sci-Fi movie titled Puppet Masters, The.",,,,,
513,Radioland Murders,Comedy|Mystery|Romance,"A Comedy, Mystery, Romance movie titled Radioland Murders.",,,,,
514,"Ref, The",Comedy,"A Comedy movie titled Ref, The.",,,,,
515,"Remains of the Day, The",Drama|Romance,"A Drama, Romance movie titled Remains of the Day, The.",,,,,
516,Renaissance Man,Comedy|Drama,"A Comedy, Drama movie titled Renaissance Man.",,,,,
517,Rising Sun,Action|Drama|Mystery,"A Action, Drama, Mystery movie titled Rising Sun.",,,,,
518,"Road to Wellville, The",Comedy,"A Comedy movie titled Road to Wellville, The.",,,,,
519,RoboCop 3,Action|Crime|Drama|Sci-Fi|Thriller,"A Action, Crime, Drama, Sci-Fi, Thriller movie titled RoboCop 3.",,,,,
520,Robin Hood: Men in Tights,Comedy,A Comedy movie titled Robin Hood: Men in Tights.,,,,,
521,Romeo Is Bleeding,Crime|Thriller,"A Crime, Thriller movie titled Romeo Is Bleeding.",,,,,
522,Romper Stomper,Action|Drama,"A Action, Drama movie titled Romper Stomper.",,,,,
523,Ruby in Paradise,Drama,A Drama movie titled Ruby in Paradise.,,,,,
524,Rudy,Drama,A Drama movie titled Rudy.,,,,,
526,"Savage Nights (Nuits fauves, Les)",Drama,"A Drama movie titled Savage Nights (Nuits fauves, Les).",,,,,
527,Schindler's List,Drama|War,"A Drama, War movie titled Schindler's List.",,,,,
528,"Scout, The",Comedy|Drama,"A Comedy, Drama movie titled Scout, The.",,,,,
529,Searching for Bobby Fischer,Drama,A Drama movie titled Searching for Bobby Fischer.,,,,,
531,"Secret Garden, The",Children|Drama,"A Children, Drama movie titled Secret Garden, The.",,,,,
532,Serial Mom,Comedy|Crime|Horror,"A Comedy, Crime, Horror movie titled Serial Mom.",,,,,
533,"Shadow, The",Action|Adventure|Fantasy|Mystery,"A Action, Adventure, Fantasy, Mystery movie titled Shadow, The.",,,,,
534,Shadowlands,Drama|Romance,"A Drama, Romance movie titled Shadowlands.",,,,,
535,Short Cuts,Drama,A Drama movie titled Short Cuts.,,,,,
536,"Simple Twist of Fate, A",Drama,"A Drama movie titled Simple Twist of Fate, A.",,,,,
537,Sirens,Drama,A Drama movie titled Sirens.,,,,,
538,Six Degrees of Separation,Drama,A Drama movie titled Six Degrees of Separation.,,,,,
539,Sleepless in Seattle,Comedy|Drama|Romance,"A Comedy, Drama, Romance movie titled Sleepless in Seattle.",,,,,
